batter_id,year,avg_exit_velo,at_bats,avg_launch_angle
641820,2025,86.65714285714286,7,27.142857142857142
641856,2024,80.10681818181818,44,8.090909090909092
641856,2025,80.70322580645161,31,20.096774193548388
641857,2024,83.14498834498833,858,17.83100233100233
641857,2025,83.69735744089013,719,18.866666666666667
641924,2025,,0,
641933,2024,84.67763636363635,550,20.7967332123412
641933,2025,83.17943548387096,248,21.5
641943,2024,85.66930693069307,101,12.96116504854369
641943,2025,80.62081218274112,197,16.180904522613066
642020,2024,78.36915887850468,107,12.064814814814815
642020,2025,67.03529411764706,17,17.470588235294116
642021,2024,93.35,2,32.5
642086,2024,82.73394255874673,383,16.242819843342037
642086,2025,83.22118380062305,321,17.643962848297214
642133,2024,83.09742647058823,544,22.395220588235293
642133,2025,84.92135922330097,412,21.45278450363196
642134,2024,,0,
642136,2024,80.82804232804233,189,17.227513227513228
642136,2025,81.82585551330799,263,20.121673003802282
642137,2025,97.05000000000001,2,-7.0
642165,2024,107.8,1,21.0
642180,2024,76.90253807106599,197,18.568527918781726
642180,2025,75.85033112582781,151,13.509933774834437
642197,2024,81.55833333333334,60,20.9
642197,2025,79.875,4,11.25
642201,2024,80.15166666666667,60,6.533333333333333
642201,2025,81.31767955801105,362,13.823691460055096
642215,2024,84.79909909909911,111,14.544642857142858
642215,2025,82.63288590604026,149,13.566666666666666
642336,2024,80.35,8,13.875
642350,2024,80.79737373737373,495,17.58989898989899
642350,2025,77.774,50,17.84
642451,2024,,0,
642708,2024,80.89567010309278,485,12.553497942386832
642708,2025,82.98055555555555,288,16.2680412371134
642715,2024,83.0294052863436,908,22.408590308370044
642715,2025,84.00625724217844,863,19.691329479768786
642727,2024,69.46923076923078,13,17.76923076923077
642727,2025,77.15714285714286,7,16.714285714285715
642731,2024,81.83862745098038,510,11.119140625
642731,2025,82.88558558558557,222,11.914798206278027
642851,2024,83.15714285714286,28,17.25
642851,2025,83.06242774566473,173,14.364161849710984
643217,2024,81.95275035260931,709,20.839662447257385
643217,2025,82.7638535031847,628,24.019108280254777
643265,2024,80.80416666666666,144,13.743055555555555
643265,2025,81.55000000000001,2,44.0
643289,2024,79.93121387283237,692,20.664739884393065
643289,2025,78.96977547495682,579,19.204819277108435
643348,2024,,0,
643376,2024,82.42464114832536,418,23.630071599045348
643376,2025,82.49380952380953,420,24.96919431279621
643393,2024,75.71176470588235,17,20.88235294117647
643396,2024,81.28360655737706,671,13.551415797317437
643396,2025,79.7297071129707,717,9.773296244784422
643446,2024,81.10231362467866,778,18.501925545571247
643446,2025,81.39915254237287,708,20.361462728551338
643565,2024,81.36815533980582,515,20.697674418604652
643565,2025,82.08115671641791,536,22.178770949720672
644433,2024,80.51470588235294,68,19.279411764705884
644433,2025,84.28333333333333,24,19.16
645277,2024,82.71988950276243,724,20.095172413793104
645277,2025,82.81647668393782,965,19.334715025906736
645302,2024,78.84722955145118,379,12.493403693931398
645302,2025,79.89439252336449,214,14.682242990654206
